time,LowerSetp[3rdFlrSZ],UpperSetp[3rdFlrSZ],LowerSetp[3rdMT],UpperSetp[3rdFlrMT],LowerSetp[2ndFlrNZ],UpperSetp[2ndFlrNZ],LowerSetp[2ndFlrSZ],UpperSetp[2ndFlrSZ],LowerSetp[2ndFlrMT1],UpperSetp[2ndFlrMT1],LowerSetp[2ndFlrMT2],UpperSetp[2ndFlrMT2],LowerSetp[1stFlrNZ],UpperSetp[1stFlrNZ],LowerSetp[1stFlrSZ1],UpperSetp[1stFlrSZ1],LowerSetp[1stFlrSZ2],UpperSetp[1stFlrSZ2],LowerSetp[1stFlrMT1],UpperSetp[1stFlrMT1],LowerSetp[1stFlrMT2],UpperSetp[1stFlrMT2],LowerSetp[GndFlrKT],UpperSetp[GndFlrKT],LowerSetp[GndFlrMT1],UpperSetp[GndFlrMT1],LowerSetp[GndFlrMT2],UpperSetp[GndFlrMT2]
385200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
388800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
392400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
396000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
399600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
403200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
406800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
410400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
414000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
417600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
421200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
424800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
428400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
432000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
435600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
439200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
442800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
446400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
450000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
453600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
457200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
460800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
464400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
468000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
471600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
475200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
478800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
482400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
486000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
489600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
493200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
496800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
500400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
504000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
507600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
511200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
514800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
518400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
522000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
525600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
529200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
532800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
536400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
540000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
543600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
547200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
550800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
554400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
558000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
561600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
565200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
568800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
572400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
576000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
579600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
583200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
586800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
590400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
594000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
597600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
601200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
604800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
608400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
612000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
615600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
619200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
622800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
626400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
630000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
633600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
637200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
640800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
644400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
648000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
651600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
655200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
658800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
662400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
666000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
669600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
673200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
676800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
680400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
684000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
687600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
691200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
694800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
698400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
702000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
705600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
709200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
712800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
716400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
720000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
723600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
727200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
730800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
734400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
738000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
741600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
745200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
748800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
752400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
